surveyid,lakeid,min_adults,year_min_adults,max_adults_range,max_adults_estimate,max_adults,year_max_adults,most_recent_adults_range,most_recent_adults_estimate,most_recent_adults,year_most_recent_adults,min_nests,year_min_nests,max_nests_range,max_nests_estimate,max_nests,year_max_nests,most_recent_nests_range,most_recent_nests_estimate,most_recent_nests,year_most_recent_nests,min_chicks,year_min_chicks,max_chicks_range,max_chicks_estimate,max_chicks,year_max_chicks,most_recent_chicks_range,most_recent_chicks_estimate,most_recent_chicks,year_most_recent_chicks,PRODUCTIVITY (# CHICKS/ADULT),western_clarks_both,"IF PREVIOUS COLUMN IS YES, COUNTED TOGETHER, WHAT IS PROPORTION OF CLARK'S to WESTERN? (Third number is Unidentified, if any).","IF NO, NOT COUNTED TOGETHER, WHICH ONE IS IT, CLARK'S or WESTERN?",ADULT (Y/N),BROOD (Y/N),NEST (Y/N),survey_type,survey_time_period,frequency_survey,duration_study,citations,JOURNAL OF WILDLIFE MANAGEMENT CITATION,data_source_type,survey_comment
aech_survey_00278,aech_00227,1000,1992,>1000,,1000,1994,501 to 1000,,1000,1994,N/A,N/A,,,N/A,N/A,,,N/A,N/A,160,1992,101 to 500,,480,1993,101 to 500,,340,1994,0.327,Y,N/A,N/A,Y,Y,N/A,boat,"June 1992, September 1994",4,3,,"Elbert, R. A., and D. W. Anderson. 1998. Mercury levels, reproduction, and hematology in western grebes from three California Lakes, USA. 4.",Peer reviewed,"23 Western and Clark's grebes were collected by shotgun in July and August 1992 from Clear Lake, Eagle Lake, and Tule Lake. Mercury concentrations were analyzed from liver, kidney and breast muscle.  No info on how many birds were taken from Eagle Lake and Tule Lake but thirteen birds taken from Clear Lake had higher (double) mercury concentrations in kidney, breast muscle and brain tissue than birds taken from the other lakes.  However, mercury concentrations in livers were not statistically different. An abandoned mercury mine within the Clear Lake watershed caused elevated mercury levels in sediment and fish in the lake. Grebe productivity was much lower at Clear Lake than at the other two lakes but not clear why. For the duration of this study, the grebes at Eagle Lake and Tule Lake are thought to be reproducing normally. Eagle Lake has less boat use that is more concentrated at the center of the lake and Tule Lake lacks boating activity. Grebe productivity was also monitored for 3 years from the three lakes. Grebes were surveyed once in 1992, then once per month between June to September in 1993 and 1994. About 50 to 75% of the total population of grebe adults and young were counted by spotting scope (ground) and productivity was calculated. Table 2 shows just one summer population count of 1,000 for the 3 years and the productivity rate for each year from 1992 to 1994. No chick #s nor adults #s per year were provided so I solved for # of young given the productivity rate (young to adult ratio) and summer population of 1,000 to come up with chick #s for each year. "
aech_survey_00279,aech_00227,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,Y,N/A,N/A,,1976,N/A,1,,"Feerer, J. L., and R. L. Garrett. 1977. Potential western grebe extiinction on California lakes. Cal-Neva Wildlife Transactions. 10.",Journal article,"This report presents survey data from spring 1976 of Clear Lake, Eagle Lake, Salton Sea NWR, Topaz Lake, Sacramento NWR, Lake Earl, and Tule Lake (also referred to as Klamath Basin NWR) and compares to historical data with focus on Clear Lake issues so not much data on Tule Lake. No info on how surveys were conducted. In 1976, spring population estimate is >1100 (Table 1) but I didn't enter this because it's not during breeding season.  1976 productivity (# hatchlings) is a ""?"", didn't enter this. Historical breeding reference is Bailey 1902. No other data provided nor description of lake. From Table 1, the colony is  protected, it is a managed wildlife refuge that is an irrigation sump, there is no shoreline development, and spring water level stability is stable."
aech_survey_00280,aech_00227,presence,"late 1800s, early 1900s",1 to 100,,presence,"late 1800s, early 1900s",1 to 100,,presence,early 1900s,presence,"late 1800s, early 1900s",1 to 100,,presence,"late 1800s, early 1900s",1 to 100,,presence,early 1900s,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,Y,N/A,Y,,"late 1800s, early 1900s",N/A,N/A,"Finley, W. L. 1907. The Grebes of Southern Oregon. The Condor, 9(4), 97–101. https://doi.org/10.2307/1361117",,Journal article,This entry to capture historical record of large numbers of breeding grebes and noted as colony site but hunters decimated this population.  No year but probably late 1800s or early 1900s.
aech_survey_00281,aech_00227,~900,2009,501 to 1000,,~900,2009,501 to 1000,,~900,2009,450,2009,101 to 500,,450,2009,101 to 500,,450,2009,N/A,N/A,,,N/A,N/A,,,N/A,N/A,0.21,Y,N/A,N/A,N/A,N/A,Y,shore,"2 August 2009, 23 October 2009",2,1,"Robison, K., R. Weems, and D. Anderson. 2010. Western and Clark's Grebe Conservation and Management in California. Annual Report (2009). ",,Report,"Data from Table 1. There is no chick # but somehow there is a productivity rate, not sure how. There were some Eared grebes nesting amongst the Western and Clark's grebes.  This number of nests is high so adult number is estimated as nests X2 to note that is is greater than just ""presence"" of breeding adults."
aech_survey_00282,aech_00227,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,"Vradenburg, J. 2021. Pers comm. ",,Personal communication,"Not a survey but just an entry of threats conveyed by John Vradenburg, Supervisory Wildlife Biologist for the Kilamath Basin National Wildlife Refuge Complex.  He responded to our outreach to him that Tule Lake was only at 16% of normal habitat availability which is problematic because it is such a major site for grebes.  Of this 16%, poor water delivery over the summer was the probable cause of nearly total nest failure of both large and small grebe species."
aech_survey_00283,aech_00226,presence,"1972, 1981",1 to 100,,presence,"1972, 1981",1 to 100,,presence,1981,>24,1972,1 to 100,,>29,1981,1 to 100,,>29,1981,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,,"1972, 1981",N/A,N/A,,"Boellstorff, D. E., H. M. Ohlendorf, D. W. Anderson, E. J. O’Neill, J. O. Keith, and R. M. Prouty. 1985. Organochlorine chemical residues in white pelicans and western grebes from the klamath basin, california. Archives of Environmental Contamination and Toxicology 14:485–493.",Peer reviewed,"This entry is not a survey but for a study sampling 1 egg out of 12 Western grebe nests in Tule Lake for organochemicals. Shell thickness data also included in this paper from Tule Lake in 1972 and 1981 (and northern CA or OR, not specified where in Klamath Basin, pre-1947 and 1952-1960). DDE detected in all 12 eggs, PCBs in 11 eggs, DDT and DDD in 9. Grebe eggshell thicknesses were not significantly different between Tule Lake NWR and northern California nor from those collected prior to 1947. Table 4 of comparing shel thickness of WEGR eggs shows sample size of 24 in 1972 and 29 in 1981 from Tule Lake NWR.  From northern CA and Oregon, sample size was 24 from pre-1947 and 11 from 1952 to 1960.  Because no specific locations stated for northern CA and Oregon in this study, I put an entry for that general area as Klamath Basin."
aech_survey_00284,aech_00226,1272,2003,>1000,,1272,2003,>1000,,1272,2003,636,2003,501 to 1000,,636,2003,501 to 1000,,636,2003,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,Y,N/A,N/A,Y,N/A,Y,shore; boat; air,"5 August 2003, 17-25 August 2003",2,1,,"Ivey, G. L., 2004. Conservation Assessment and Management Plan for Breeding Western and Clark’s Grebes in California. 89.","Conservation Assessment, Management Plan","Table 3 population estimate is the # of nests (636) x 2 for 1272. Tule Lake refuge staff used airboats and G. Ivey monitored from shore nesting areas from August 17-25. This lake is the second highest number of the selected sites at 17.3%, and 7.8% of the breeding grebe population of the Intermountain West (Ivey and Herziger in prep.). Tule Lake NWR is a remnant of what was a significant marsh supporting thousands of grebes (Bailey 1902). Recent water shortages further limits available habitat."
aech_survey_00285,aech_00226,1330,2003,>1000,,1330,2003,>1000,,1330,2003,636,2003,501 to 1000,,636,2003,501 to 1000,,636,2003,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,Y,14/98,N/A,Y,N/A,Y,shore; air,"12 June 2003, 23 July 2003",daily,1,"Shuford, W.D., D.L. Thomson, D.M. Mauser, and J. Beckstrand. 2004. Abundance, Distribution, and Phenology of Nongame Waterbirds in the Klamath Basin of Oregon and California. PRBO Conservation Science. Final Report to Klamath Basin National Wildlife Refuge Complex.  ",,Report,"Surveyed for 3 periods: spring migration, mid-breeding, and fall migration in 2003. Numbers here are just during mid-breeding season (June 12 to 23).  Nests were counted from 15 - 23 July. "
aech_survey_00286,aech_00226,500,2008,101 to 500,,500,2008,101 to 500,,500,2008,175,2008,101 to 500,,175,2008,101 to 500,,175,2008,104,2008,101 to 500,,104,2008,101 to 500,,104,2008,0.32,Y,N/A,N/A,Y,Y,Y,shore,2008,N/A,1,"Robison, K., R. Weems, and D. Anderson. 2009. Western and Clark's Grebe Conservation and Management in California. Annual Report for Year Four (2008). ",,Report,"Data from Table 3. Date of surveys not provided. Productivity rate comes from sample number of adults and young, not total counts of either it seems though estimated total # of adults is entered here. September nesting observed. Subsequent reports have their own entries. "
aech_survey_00287,aech_00226,370,2000,>1000,,1272,2003,>1000,,1272,2003,185,2000,101 to 500,,375,1998,101 to 500,,185,2000,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N,N/A,"Western (except for 2000 and 2003, which includes Clark's)",Y,N/A,Y,,"1997, 2003",N/A,3,"Ivey, G. Non Game California Waterbird Atlas.",,Database,"Survey range from 1997 to 2003 but skips 1999, 2001, and 2002. 1998 estimated number of breeding adults is number of nests X2.  Unknown survey type and unknown frequency of survey per year.  185 nests and 370 estimated adult breeders includes Clark's. Jim Hainline is observer for 1997, 1998 and 2000.  John Beckstrand is observer for 2003.  Source of data of 1997 to 2000 data is from Annual Narrative Report of Tulelake National Wildlife Refuge written by Klamath Basin National Wildlife Refuge staff.  Source of 2003 data is Ivey (2004) and already entered form that source."
aech_survey_00288,aech_00226,460,1981,101 to 500,,460,1981,101 to 500,,460,1981,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,Y,61 (light)/399 (dark),N/A,Y,N/A,N/A,shore,1981,N/A,1,"Ratti, J. T. 1985. A test of water depth niche partitioning by Western Grebe color morphs. Auk 102:635-637.",,Communications,Totals calculated from Table 1.  This paper tested water-depth and distance from shore niches between light and dark phased Western grebes.  Light-phased Western grebes fed farther from the shore than dark-phased Western grebes but were not found feed at greater water depths.
aech_survey_00289,aech_00226,1222,2004,>1000,,1222,2004,>1000,,1222,2004,125,2004,101 to 500,,125,2004,101 to 500,,125,2004,10-30,2004,1 to 100,,10-30,2004,1 to 100,,10-30,2004,N/A,Y,157/1065,N/A,Y,Y,Y,shore,"9 June 2004, 16 June 2004",daily,1,"Shuford, W.D., D.L. Thomson, D.M. Mauser, and J. Beckstrand. 2006. Abundance and Distribution of Nongame Waterbirds in the Klamath Basin of Oregon and California from Comprehensive Surveys in 2003 and 2004. PRBO Conservation Science. Final Report to U.S. Fish and Wildlife Service, Klamath Basin National Wildlife Refuge Complex.  ",,Report,"Surveyed for 3 periods: spring migration, mid-breeding, and fall migration in 2004.  Numbers here are just during mid-breeding season (June 9 to 16).  Tule Lake NWR is the second most important area for grebes with 20% and 12% of the Western and Clark's grebes respectively.  Nests are most likely an undercount.  A range of one to three chicks are estimated for each brood."
aech_survey_00290,aech_00228,presence,late 1970s to early 1990s,1 to 100,,presence,late 1970s to early 1990s,1 to 100,,presence,late 1970s to early 1990s,presence,late 1970s to early 1990s,1 to 100,,presence,late 1970s to early 1990s,1 to 100,,presence,late 1970s to early 1990s,presence,late 1970s to early 1990s,1 to 100,,presence,late 1970s to early 1990s,1 to 100,,presence,late 1970s to early 1990s,N/A,Y,N/A,N/A,Y,N/A,Y,,"late 1970s, early 1990s",N/A,N/A,,"Ivey, G. L., 2004. Conservation Assessment and Management Plan for Breeding Western and Clark’s Grebes in California. 89.","Conservation Assessment, Management Plan","This entry to capture historical record of breeding grebes in CA prior to 2002. There were breeding grebes in ""recent years"" and noted as colony site but has declined after 1980 (Small 1994). No years nor numbers given.  Based on description, estimating years as late 1970s to early 1990s."
aech_survey_00291,aech_00229,presence,"1990s, 2003",1 to 100,,presence,"1990s, 2003",1 to 100,,presence,2003,presence,"1990s, 2003",1 to 100,,presence,"1990s, 2003",1 to 100,,presence,2003,presence,"1990s, 2003",1 to 100,,presence,"1990s, 2003",1 to 100,,presence,2003,N/A,Y,N/A,N/A,Y,N/A,Y,air,"1990s, 5 August 2003",N/A,N/A,,"Ivey, G. L., 2004. Conservation Assessment and Management Plan for Breeding Western and Clark’s Grebes in California. 89.","Conservation Assessment, Management Plan","This entry to capture historical record and a survey in 2003. There were lbreeding grebes in the 1990s and noted as colony site, no numbers, years, nor other details. Source is D. Shuford, pers. comm. On August 5, 2003, an aircraft survyed Central Valley lakes for colonies for which there were recent grebe sightings or possible habitat but no data on what was found, if anything, for this lake."
aech_survey_00292,aech_00216,2800,2008,>1000,,2800,2008,>1000,,2800,2008,460,2008,101 to 500,,460,2008,101 to 500,,460,2008,547,2008,501 to 1000,,547,2008,501 to 1000,,547,2008,0.24,Y,N/A,N/A,Y,Y,Y,shore; boat; air,2008,N/A,1,"Robison, K., R. Weems, and D. Anderson. 2009. Western and Clark's Grebe Conservation and Management in California. Annual Report for Year Four (2008). ",,Report,"From Table 3, a summary of Southern California lakes that had nesting from this report (Cachuma Reservoir, Casitas Reservoir, Skinner Reservoir, Lake Hodges, and Lower Otay). These lakes produced 35% of the observed chicks in the state in 2008. "
aech_survey_00293,,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,"November 2013, September 2018",N/A,13,"Kosciuch K, Riser-Espinoza D, Gerringer M, Erickson W. 2020. A summary of bird mortality at photovoltaic utility scale solar facilities in the Southwestern U.S.. PLoS ONE 15(4): e0232034. https://doi.org/10.1371/journal.pone.0232034",,Journal article,"Bird mortality reports from 10 photovoltaic solar facilities across 13 site years in California and Nevada were synthesized.  Water obligate birds like grebes made up 90% of the mortalities, leading some researches to believe that these kinds of birds mistook solar panels as water.  Other ""large downing events"" the authors cite, involve Western grebes during poor weather or with wet parking lots.  I did not add this as a threat listed here because this is more during migration but included it here as a matter of interest."
aech_survey_00294,aech_00221,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,,,N/A,N/A,0.19,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,"Kyle, K., D. Arsenault, N. Lunder, M. Waits, F. Hayes, S. Overlock, J. Patten, and R. Martin. 2013. Conservation of Aechmophorus Grebe Colonies at Six Northern California Lakes. Final Report. ",,Report,"This entry for some population stats of the 6 surveyed lakes overall (or the 4 major ones: Clear, Eagle, Almanor, Thermalito).  Estimated population at these 6 lakes is over 70% of the breeding grebes and 76% or more of total nesting Aechmophorus grebes in CA (Ivey 2004).  About 5.6% of global population of Aechmophorus grebes is supported in Nothern CA. Eagle, Clear and Lake Almanor together ""supported more than 13,000 grebes in 2012"" (Kyle 2012) and rank 1st, 3rd, and 4th in breeding lakes ""among select CA Lakes"" (Ivey 2004).  Averaged 65 surveys/year across these 6 lakes for 4 breeding seasons from 2010 to 2013. Steady increase in # adults until 2013 for all lakes except Eagle Lake (likely due to low water levels). Observed active nests also increased through study period except collapse at Eagle Lake. Estimated average productivity (young:adult) was 0.19 for all 6 lakes. If Eagle Lake was excluded due to no reproduction 2012 to 2013, productivity of the other 5 lakes was 0.27. The Audubon chapters conclude from the disturbance surveys that in most years, natural predation, water flux, food availability (not measured) have more impact on the grebes than human disturbance (boats, kayaks, dog walkers, planes). The report also states that water level fluctuations is one of the major factors impacting grebe reproductive success and water level management protocals are urgent. They hope to negotiate with power producers to include grebes into water management plans for the summer/breeding season. These chapters do extensive outreach into the communities, including signage, education, and other ways to advocate for grebes."
aech_survey_00295,aech_00221,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,"Loggins, D. 2015. Conservation of Aechmophorus Grebe Colonies at Six Northern California Lakes. Semi-Annual Financial and Programmatic Report. ",,Report,"Number of grebes for each lake is similar to prior years but reproduction was less on all lakes in 2015 compared to prior years. No data table of count numbers for this report.  Modified Gericke et al. (2006) protocol similar to the last five breeding seasons and included nest initiation surveys (weekly), nest monitoring surveys, disturbance surveys (weekly), and population and brood surveys (1-2 times a month until October)."
